Base Image,Command,Intermediate Dockerfile Command,Dockerfile URL
node:lts-slim,"if [ ! ""$GITHUB_ACTIONS"" ]; then sed -i ""s@deb.debian.org@mirrors.cloud.tencent.com@g"" /etc/apt/sources.list; fi && apt-get update && apt-get upgrade -y && apt-get install -y --no-install-recommends wget vim xz-utils dos2unix ffmpeg curl gnupg git python3 python3-pip fonts-wqy-microhei xfonts-utils chromium fontconfig libxss1 libgl1 build-essential && apt-get autoremove && apt-get clean && rm -rf /var/cache/* && rm -rf /tmp/*",,https://github.com/s1eke/miao-yunzai/blob/fd25e3aa25f562545f9084bf26cfc628f8ae48be/dockerfile
node:lts-slim,"fc-cache -f -v && git config --global --add safe.directory '*' && git config --global pull.rebase false && git config --global user.email ""Yunzai@yunzai.bot"" && git config --global user.name ""Yunzai"" && npm config set registry http://mirrors.cloud.tencent.com/npm/ && pip config set global.index-url https://mirrors.cloud.tencent.com/pypi/simple && corepack enable && corepack prepare pnpm@latest --activate",,https://github.com/s1eke/miao-yunzai/blob/fd25e3aa25f562545f9084bf26cfc628f8ae48be/dockerfile
node:lts-slim,"if [ ""$GITHUB_ACTIONS"" ]; then git clone --depth=1 --branch $REPO_BRANCH $GITHUB_REPO_URL /app/Miao-Yunzai; else git clone --depth=1 --branch $REPO_BRANCH $REPO_URL /app/Miao-Yunzai; fi && cd /app/Miao-Yunzai && pnpm install && chmod +x /entrypoint.sh",,https://github.com/s1eke/miao-yunzai/blob/fd25e3aa25f562545f9084bf26cfc628f8ae48be/dockerfile
node:lts,npm ci,"WORKDIR /usr/src/app
COPY package*.json ./",https://github.com/Tristan-Muggridge/pafin-code-challenge/blob/3957fa1ffa499035a19cebdb7d020c58151df4f7/dockerfile
node:lts,npm install,"WORKDIR /app
COPY package*.json ./",https://github.com/aiml-au/enterprise-search/blob/5a0c5821bddf9e6ba8bae47164857275a390a843/frontend/Dockerfile
node:lts,npm run build,"WORKDIR /app
COPY package*.json ./",https://github.com/aiml-au/enterprise-search/blob/5a0c5821bddf9e6ba8bae47164857275a390a843/frontend/Dockerfile
node:lts-buster-slim,apt-get update && apt-get install libssl-dev ca-certificates -y,,https://github.com/ADAOcommunity/adao-poc-nft/blob/4f8162e838f5eda719511276bf3b9eb40137a047/Dockerfile
node:lts-buster-slim,export NODE_ENV=production,,https://github.com/ADAOcommunity/adao-poc-nft/blob/4f8162e838f5eda719511276bf3b9eb40137a047/Dockerfile
node:lts-buster-slim,npm install,,https://github.com/ADAOcommunity/adao-poc-nft/blob/4f8162e838f5eda719511276bf3b9eb40137a047/Dockerfile
node:lts-buster-slim,npx prisma generate,,https://github.com/ADAOcommunity/adao-poc-nft/blob/4f8162e838f5eda719511276bf3b9eb40137a047/Dockerfile
node:lts-buster-slim,npm run build,,https://github.com/ADAOcommunity/adao-poc-nft/blob/4f8162e838f5eda719511276bf3b9eb40137a047/Dockerfile
node:lts-buster-slim,npm install --production,,https://github.com/ADAOcommunity/adao-poc-nft/blob/4f8162e838f5eda719511276bf3b9eb40137a047/Dockerfile
node:lts-buster-slim,npx prisma generate,,https://github.com/ADAOcommunity/adao-poc-nft/blob/4f8162e838f5eda719511276bf3b9eb40137a047/Dockerfile
node:lts-buster-slim,cp -R node_modules prod_node_modules,,https://github.com/ADAOcommunity/adao-poc-nft/blob/4f8162e838f5eda719511276bf3b9eb40137a047/Dockerfile
node:lts-buster-slim,export PORT=3001,,https://github.com/ADAOcommunity/adao-poc-nft/blob/4f8162e838f5eda719511276bf3b9eb40137a047/Dockerfile
node:lts,npm install,"WORKDIR /app
COPY package*.json ./",https://github.com/StevenMunozTufino/PruebaIframe/blob/fdd48de514e4b5a4ff7e4100321209e9cd3f5040/dockerfile
node:lts,apt-get update,,https://github.com/openpracticelibrary/opl-media-service/blob/6b939c7b73397b094f80ecb36d17fb7004a9c627/Dockerfile
node:lts,apt-get install -y graphicsmagick,,https://github.com/openpracticelibrary/opl-media-service/blob/6b939c7b73397b094f80ecb36d17fb7004a9c627/Dockerfile
node:lts,npm install,,https://github.com/openpracticelibrary/opl-media-service/blob/6b939c7b73397b094f80ecb36d17fb7004a9c627/Dockerfile
node:lts-slim,npm install,"WORKDIR /usr/src/app
COPY . .",https://github.com/sahellebusch/unknown-alphabet/blob/f15a3753d21db3e1d9c8249ed3bdf9e8a8786ffd/Dockerfile
node:lts-buster,apt-get update && apt-get install -y build-essential python3 python3-pip libvips-dev,,https://github.com/Totem-gdn/totem-asset-renderer/blob/badb22e2ab2de83f5d51fc5a58a45a844d8ea7f2/Dockerfile
node:lts-buster,npm ci,,https://github.com/Totem-gdn/totem-asset-renderer/blob/badb22e2ab2de83f5d51fc5a58a45a844d8ea7f2/Dockerfile
node:lts,npm install,"WORKDIR /usr/src/app
COPY package.json ./",https://github.com/chas-academy/07-recipe-app-backend-aminmus/blob/0c1008146bb99ba9e49d2719593bcca857d70565/Dockerfile
node:lts,npm uninstall bcrypt,"WORKDIR /usr/src/app
COPY package.json ./",https://github.com/chas-academy/07-recipe-app-backend-aminmus/blob/0c1008146bb99ba9e49d2719593bcca857d70565/Dockerfile
node:lts,npm install bcrypt,"WORKDIR /usr/src/app
COPY package.json ./",https://github.com/chas-academy/07-recipe-app-backend-aminmus/blob/0c1008146bb99ba9e49d2719593bcca857d70565/Dockerfile
node:lts-buster,apt-get update && apt-get install -y ffmpeg imagemagick webp && apt-get upgrade -y && rm -rf /var/lib/apt/lists/*,,https://github.com/DK3MK/RAPHAEL2-BOT/blob/695d0e24e7368811ef289bab3f3c11c5ae06ea72/Dockerfile
node:lts-buster,npm install && npm install qrcode-terminal,,https://github.com/DK3MK/RAPHAEL2-BOT/blob/695d0e24e7368811ef289bab3f3c11c5ae06ea72/Dockerfile
node:lts,npm ci,"WORKDIR /app
COPY package.json /app
COPY package-lock.json /app",https://github.com/aptible/template-express/blob/4ad6d0665f5bf49ea6b04ece04313f754d771868/Dockerfile
node:lts-buster,apt-get update && apt-get install -y ffmpeg imagemagick webp && apt-get upgrade -y && rm -rf /var/lib/apt/lists/*,,https://github.com/maxbotmd/MAXBOT-MD/blob/a6de849a046b3d7008c9fc2ec8b45c8858d24f1f/Dockerfile.txt
node:lts-buster,npm install,,https://github.com/maxbotmd/MAXBOT-MD/blob/a6de849a046b3d7008c9fc2ec8b45c8858d24f1f/Dockerfile.txt
node:lts-buster-slim,npm i,"WORKDIR /src
COPY package*.json ./",https://github.com/sabiqazhar/nest-product-api/blob/2ed915a1e832897ec520304ea3d74f154a3bfa0f/dockerfile
node:lts-buster-slim,npm run build,"WORKDIR /src
COPY package*.json ./",https://github.com/sabiqazhar/nest-product-api/blob/2ed915a1e832897ec520304ea3d74f154a3bfa0f/dockerfile
node:lts,mkdir -p /usr/src/app && chown -R node:node /usr/src/app,,https://github.com/anudaweerasinghe/NodeBB/blob/0123c5dcdef6b2b552e4f2878f723ed6c3fbd4d4/Dockerfile
node:lts,apt-get update && apt-get install -y jq,,https://github.com/anudaweerasinghe/NodeBB/blob/0123c5dcdef6b2b552e4f2878f723ed6c3fbd4d4/Dockerfile
node:lts,npm install && npm cache clean --force,,https://github.com/anudaweerasinghe/NodeBB/blob/0123c5dcdef6b2b552e4f2878f723ed6c3fbd4d4/Dockerfile
node:lts-iron,npm install -g pnpm,"WORKDIR /usr/src/app
COPY package*.json ./",https://github.com/iamasink/revanced-web-patcher/blob/008c106fb82a8940239c51124748fbec4839f0e4/Dockerfile
node:lts-iron,pnpm install,"WORKDIR /usr/src/app
COPY package*.json ./",https://github.com/iamasink/revanced-web-patcher/blob/008c106fb82a8940239c51124748fbec4839f0e4/Dockerfile
node:lts-iron,npm run build,"WORKDIR /usr/src/app
COPY package*.json ./",https://github.com/iamasink/revanced-web-patcher/blob/008c106fb82a8940239c51124748fbec4839f0e4/Dockerfile
node:lts-iron,"$JAVA_HOME/bin/jlink --add-modules java.base,java.logging,java.desktop --strip-debug --no-man-pages --no-header-files --compress=2 --output /javaruntime","WORKDIR /usr/src/app
COPY package*.json ./",https://github.com/iamasink/revanced-web-patcher/blob/008c106fb82a8940239c51124748fbec4839f0e4/Dockerfile
node:lts,npm install,"WORKDIR /app/client
COPY client/package.json ./",https://github.com/abossard/teams-app-debug/blob/5dc0bc7ac81ae45c7dda5465a41de318a2508da5/Dockerfile
node:lts,npm run build,"WORKDIR /app/client
COPY client/package.json ./",https://github.com/abossard/teams-app-debug/blob/5dc0bc7ac81ae45c7dda5465a41de318a2508da5/Dockerfile
node:lts,npm install,"WORKDIR /app/client
COPY client/package.json ./",https://github.com/abossard/teams-app-debug/blob/5dc0bc7ac81ae45c7dda5465a41de318a2508da5/Dockerfile
node:lts-buster,apt-get update && apt-get install -y ffmpeg imagemagick webp && apt-get upgrade -y && npm i pm2 -g && rm -rf /var/lib/apt/lists/*,,https://github.com/borismulehi/BOBOSKI_MD/blob/6cbbf78282c4d1aa0b421a466c4a1d930004b8d4/Dockerfile
node:lts-buster,git clone https://github.com/borismulehi/BOBOSKI_MD /root/borismulehi,,https://github.com/borismulehi/BOBOSKI_MD/blob/6cbbf78282c4d1aa0b421a466c4a1d930004b8d4/Dockerfile
node:lts-buster,npm cache clean --force,,https://github.com/borismulehi/BOBOSKI_MD/blob/6cbbf78282c4d1aa0b421a466c4a1d930004b8d4/Dockerfile
node:lts-buster,rm -rf ~/node_modules,,https://github.com/borismulehi/BOBOSKI_MD/blob/6cbbf78282c4d1aa0b421a466c4a1d930004b8d4/Dockerfile
node:lts-buster,npm install pm2 -g,,https://github.com/borismulehi/BOBOSKI_MD/blob/6cbbf78282c4d1aa0b421a466c4a1d930004b8d4/Dockerfile
node:lts-buster,npm install --legacy-peer-deps,,https://github.com/borismulehi/BOBOSKI_MD/blob/6cbbf78282c4d1aa0b421a466c4a1d930004b8d4/Dockerfile
node:lts-buster,apt-get update && apt-get install -y ffmpeg imagemagick webp && apt-get upgrade -y && npm i pm2 -g && rm -rf /var/lib/apt/lists/*,,https://github.com/4orty6yx/4ORTY6YX-MD/blob/a391b7656bd174a45f350954eda1a44e41530c6c/Dockerfile
node:lts-buster,git clone https://github.com/4orty6yx/4ORTY6YX-MD.git  /root/4orty6yx-md,,https://github.com/4orty6yx/4ORTY6YX-MD/blob/a391b7656bd174a45f350954eda1a44e41530c6c/Dockerfile
node:lts-buster,npm install pm2 -g,,https://github.com/4orty6yx/4ORTY6YX-MD/blob/a391b7656bd174a45f350954eda1a44e41530c6c/Dockerfile
node:lts-buster,npm install --legacy-peer-deps,,https://github.com/4orty6yx/4ORTY6YX-MD/blob/a391b7656bd174a45f350954eda1a44e41530c6c/Dockerfile
node:lts,apt-get update && apt-get install -y vim && npm install,"WORKDIR /usr/local/src
COPY package*.json ./",https://github.com/rohnjeynolds/docker-nextjs-template/blob/2e8c96653ea1244ee15217719a37b78796bf2a8c/Dockerfile
node:lts-buster,apt update && apt full-upgrade --yes,"WORKDIR /workdir
COPY . .",https://github.com/IslasGECI/tablero_front/blob/86a51456a1465327387e930e9cae5607cbfc826c/Dockerfile
node:lts-buster,npm install --global http-server,"WORKDIR /workdir
COPY . .",https://github.com/IslasGECI/tablero_front/blob/86a51456a1465327387e930e9cae5607cbfc826c/Dockerfile
node:lts-slim,apt-get update -qqy && apt-get install -qqy --no-install-recommends gnupg2 wget ca-certificates apt-transport-https && rm -rf /var/lib/apt/lists/* /var/cache/apt/*,,https://github.com/jakejarvis/chrome-headless-docker/blob/c331bb2e33756deabe0609d39ce3f4fc96be6415/Dockerfile
node:lts-slim,"wget -q -O - https://dl-ssl.google.com/linux/linux_signing_key.pub | apt-key add - && sh -c 'echo ""deb [arch=amd64] http://dl.google.com/linux/chrome/deb/ stable main"" >> /etc/apt/sources.list.d/google-chrome.list' && apt-get update -qqy && apt-get install -qqy --no-install-recommends google-chrome-stable && rm /etc/apt/sources.list.d/google-chrome.list && rm -rf /var/lib/apt/lists/* /var/cache/apt/*",,https://github.com/jakejarvis/chrome-headless-docker/blob/c331bb2e33756deabe0609d39ce3f4fc96be6415/Dockerfile
node:lts,npm install,"WORKDIR /app
COPY . .",https://github.com/koushiksb/student-survey/blob/48aa5ddba539f9bf9f7c69f13d2f857f1eb60024/Dockerfile
node:lts,npm run build --prod,"WORKDIR /app
COPY . .",https://github.com/koushiksb/student-survey/blob/48aa5ddba539f9bf9f7c69f13d2f857f1eb60024/Dockerfile
node:lts-bookworm-slim,npm install -g pm2,,https://github.com/Prasadbarde14/presentation-manager-server/blob/9e88b2e2843a88a9f7ec50bfc80861fd81c99a28/dockerfile
node:lts-bookworm-slim,apt-get update && apt-get install -y --no-install-recommends python3 python3-pip libavahi-compat-libdnssd-dev build-essential avahi-daemon libavahi-common3 libavahi-core7 libc6 libcap2 libdaemon0 libdbus-1-3 libexpat1 adduser dbus lsb-base bind9-host libnss-mdns avahi-autoipd && rm -rf /var/lib/apt/lists/*,,https://github.com/Prasadbarde14/presentation-manager-server/blob/9e88b2e2843a88a9f7ec50bfc80861fd81c99a28/dockerfile
node:lts-bookworm-slim,npm install --unsafe-perm,,https://github.com/Prasadbarde14/presentation-manager-server/blob/9e88b2e2843a88a9f7ec50bfc80861fd81c99a28/dockerfile
node:lts,npm ci && cd frontend && npm ci,"WORKDIR /usr/src/app
COPY package*.json ./
COPY frontend/package*.json frontend/",https://github.com/keymanapp/developer.keyman.com/blob/1e3a5124ead75a739bd93d9d4ea7fa0df6a79e69/Dockerfile
node:lts,npm install -g gulp-cli gulp && npm install gulp-run-command && gulp installCi,"WORKDIR /usr/src/app
COPY package*.json ./
COPY frontend/package*.json frontend/",https://github.com/keymanapp/developer.keyman.com/blob/1e3a5124ead75a739bd93d9d4ea7fa0df6a79e69/Dockerfile
node:lts,gulp deploy,"WORKDIR /usr/src/app
COPY package*.json ./
COPY frontend/package*.json frontend/",https://github.com/keymanapp/developer.keyman.com/blob/1e3a5124ead75a739bd93d9d4ea7fa0df6a79e69/Dockerfile
node:lts,groupadd www && useradd --create-home --shell /bin/bash --gid www www,"WORKDIR /usr/src/app
COPY package*.json ./
COPY frontend/package*.json frontend/",https://github.com/keymanapp/developer.keyman.com/blob/1e3a5124ead75a739bd93d9d4ea7fa0df6a79e69/Dockerfile
node:lts-slim,npm install,"WORKDIR /usr/src/app
COPY package*.json /usr/src/app/",https://github.com/Piterden/chessbot/blob/2919d25f3f264e4f5defdf5482eb12b95367ff53/Dockerfile
node:lts,npm install,"WORKDIR /usr/src/app
COPY package*.json ./",https://github.com/kaantpll/nestjs-metrics/blob/256d698900cdbe409b9c2f3ac0d06efd0208ecfb/Dockerfile
node:lts,npm run build,"WORKDIR /usr/src/app
COPY package*.json ./",https://github.com/kaantpll/nestjs-metrics/blob/256d698900cdbe409b9c2f3ac0d06efd0208ecfb/Dockerfile
node:lts-slim,npm install,"WORKDIR /app
COPY ./package*.json /app/",https://github.com/Eduardoespl/node-sistema-capacitacion/blob/ccf3ea4f884399047b774b1e6c584bb789c4735e/dockerfile
node:lts,yarn install,"WORKDIR /app/website
COPY ./docs /app/docs
COPY ./website /app/website",https://github.com/crustio/crust-wiki/blob/4de0657f2a1fd9968489d94055bf39c2b85d86bc/Dockerfile
node:lts,set NO_PROXY=localhost,"WORKDIR /app/website
COPY ./docs /app/docs
COPY ./website /app/website",https://github.com/crustio/crust-wiki/blob/4de0657f2a1fd9968489d94055bf39c2b85d86bc/Dockerfile
node:lts-slim,apt-get update && apt-get install -y --no-install-recommends wait-for-it,,https://github.com/h4nyu/web-app-template/blob/2b43b8d8e5d50399e9c8e3de6b16a9d7e5b0d37b/Dockerfile
node:lts,mkdir -p /app,,https://github.com/TheXtn/YouLying/blob/8953e584c1b0721129c7eb7b3e0c330215345145/Dockerfile
node:lts,npm install,,https://github.com/TheXtn/YouLying/blob/8953e584c1b0721129c7eb7b3e0c330215345145/Dockerfile
node:lts,npm run build,,https://github.com/TheXtn/YouLying/blob/8953e584c1b0721129c7eb7b3e0c330215345145/Dockerfile
node:lts-slim,npm ci,"WORKDIR /app
COPY package*.json .",https://github.com/dowjcr/web-frontend/blob/9a18c1d2e5f8e09fa4a3ddd88c8b6cb96da296ff/Dockerfile
node:lts-slim,npm run build,"WORKDIR /app
COPY package*.json .",https://github.com/dowjcr/web-frontend/blob/9a18c1d2e5f8e09fa4a3ddd88c8b6cb96da296ff/Dockerfile
node:lts-slim,npm prune --production,"WORKDIR /app
COPY package*.json .",https://github.com/dowjcr/web-frontend/blob/9a18c1d2e5f8e09fa4a3ddd88c8b6cb96da296ff/Dockerfile
node:lts-slim,adduser nodeuser,"WORKDIR /app
COPY package*.json .",https://github.com/dowjcr/web-frontend/blob/9a18c1d2e5f8e09fa4a3ddd88c8b6cb96da296ff/Dockerfile
node:lts,npm install,"WORKDIR /usr/app
COPY package*.json ./",https://github.com/MarceloCMiguel/frontend-wealth-managment/blob/c2a7c63374613ed5ddbf7fac10899df36c4d5721/Dockerfile
node:lts-buster,apt-get update && apt-get install -y ffmpeg imagemagick webp && apt-get upgrade -y && npm i pm2 -g && rm -rf /var/lib/apt/lists/*,,https://github.com/Obeez21/OBEEZ21-MD/blob/12e9a2fc6bc31192bfee0722dc5e87f79a62f69e/Dockerfile
node:lts-buster,git clone https://github.com/Obeez21/OBEEZ21-MD  /root/ToshTech,,https://github.com/Obeez21/OBEEZ21-MD/blob/12e9a2fc6bc31192bfee0722dc5e87f79a62f69e/Dockerfile
node:lts-buster,npm install pm2 -g,,https://github.com/Obeez21/OBEEZ21-MD/blob/12e9a2fc6bc31192bfee0722dc5e87f79a62f69e/Dockerfile
node:lts-buster,npm install --legacy-peer-deps,,https://github.com/Obeez21/OBEEZ21-MD/blob/12e9a2fc6bc31192bfee0722dc5e87f79a62f69e/Dockerfile
node:lts-slim,corepack enable,,https://github.com/tallcode/cwo-web/blob/78a7fc5d4766f971581193b94e91bb4ad653418a/Dockerfile
node:lts-slim,"--mount=type=cache,id=pnpm,target=/pnpm/store pnpm install --prod",,https://github.com/tallcode/cwo-web/blob/78a7fc5d4766f971581193b94e91bb4ad653418a/Dockerfile
node:lts-slim,"--mount=type=cache,id=pnpm,target=/pnpm/store pnpm install",,https://github.com/tallcode/cwo-web/blob/78a7fc5d4766f971581193b94e91bb4ad653418a/Dockerfile
node:lts-slim,"--mount=type=cache,id=pnpm,target=/pnpm/store pnpm run build",,https://github.com/tallcode/cwo-web/blob/78a7fc5d4766f971581193b94e91bb4ad653418a/Dockerfile
node:lts-slim,npm ci --production,"WORKDIR /app
COPY package*.json ./",https://github.com/AIMS-UN/account_ms/blob/23888e2647a31113d114109f67a96a64d2098aac/Dockerfile
node:lts-slim,echo 'Running chmod with perms' $perms,"WORKDIR /app
ADD . /app",https://github.com/BwanaFr/photobooth-gallery/blob/45b1c490384ca261accc1fecf7d0adfd27d8332a/Dockerfile
node:lts-slim,chmod -R ${perms} /app,"WORKDIR /app
ADD . /app",https://github.com/BwanaFr/photobooth-gallery/blob/45b1c490384ca261accc1fecf7d0adfd27d8332a/Dockerfile
node:lts-slim,apt-get update && npm install pm2 && mkdir .pm2 && chmod 777 .pm2 && npm install && apt-get clean,"WORKDIR /app
ADD . /app",https://github.com/BwanaFr/photobooth-gallery/blob/45b1c490384ca261accc1fecf7d0adfd27d8332a/Dockerfile
node:lts-buster-slim,npm install,"WORKDIR /home/app/searchbar/
COPY . .",https://github.com/daasadr/search-bar/blob/ce6d863d323b6061e00d8c6d12fe8b4081b0041b/Dockerfile
node:lts,npm install,"WORKDIR /app
COPY package*.json ./",https://github.com/shkilo/halgoraedo-ts/blob/f161c29f9d3072c4f4f064796ea33be903e485ca/Dockerfile
node:lts-slim,apt-get update && apt-get install -y git wget curl g++ gcc && rm -rf /var/lib/apt/lists/*,WORKDIR /opt,https://github.com/kimmlee/Containerised_MeSH/blob/eb6017b8441abe98d2e58db16c4d6fe352fee942/dockerfile
node:lts-slim,pip install -r requirement.txt,WORKDIR /opt,https://github.com/kimmlee/Containerised_MeSH/blob/eb6017b8441abe98d2e58db16c4d6fe352fee942/dockerfile
node:lts-slim,git clone https://github.com/texttron/tevatron,WORKDIR /opt,https://github.com/kimmlee/Containerised_MeSH/blob/eb6017b8441abe98d2e58db16c4d6fe352fee942/dockerfile
node:lts-slim,git checkout tevatron-v1,WORKDIR /opt,https://github.com/kimmlee/Containerised_MeSH/blob/eb6017b8441abe98d2e58db16c4d6fe352fee942/dockerfile
node:lts-slim,pip install .,WORKDIR /opt,https://github.com/kimmlee/Containerised_MeSH/blob/eb6017b8441abe98d2e58db16c4d6fe352fee942/dockerfile
node:lts-slim,rm -rf tevatron,WORKDIR /opt,https://github.com/kimmlee/Containerised_MeSH/blob/eb6017b8441abe98d2e58db16c4d6fe352fee942/dockerfile
node:lts-slim,mkdir -p Model && mkdir -p Model/checkpoint-80000 && gdown 1jZa3a331CvRf2GF6lyEtXNnKdSbshRJx -O 'Model/PubMed-w2v.bin' && gdown https://drive.google.com/drive/folders/1yzzhEtw4laj7MB4LrAWaj9_NUlLea77q --folder -O 'Model/checkpoint-80000' --fuzzy,WORKDIR /opt,https://github.com/kimmlee/Containerised_MeSH/blob/eb6017b8441abe98d2e58db16c4d6fe352fee942/dockerfile
